artifact_kind,publishable,node_id,source_order_id,source_resource_id,source_period,assigned_period,chain_id,chain_sequence,node_sequence,weight,width,thickness,min_temperature,max_temperature,grade,grade_class,hot_roll_grade,soft_hard_class,material_role,split_lineage,virtual_lineage,width_warning,thickness_warning,temperature_warning,chain_warning,business_warning
diagnostic_candidate,False,virtual-000052,,,,BR_00000001,numeric-chain-000005,6,3,20.00,1250,0.60,815,840,SPHC,,SPHC,,virtual_sphc,,"{""accepted_sequence"":52,""prototype_id"":""virtual_sphc:1250x0.6"",""purpose"":""edge_bridge"",""related_partition_id"":null}",,,,,
diagnostic_candidate,False,0002002055-000080,0002002055-000080,0002002055-000080,BR_00000001,BR_00000001,numeric-chain-000005,6,4,5.45,1150,0.5,815,835,DX51D+Z-MD,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030118093-000030,0030118093-000030,0030118093-000030,BR_00000001,BR_00000001,numeric-chain-000005,6,5,13.15,1050,0.5,820,840,DC53D+Z,IF钢,SPHETI-5,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030124826-000030,0030124826-000030,0030124826-000030,BR_00000006,BR_00000001,numeric-chain-000005,6,6,30,1050,0.6,820,840,DX53D+Z,IF钢,SPHETI-5,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002006-000230,0002002006-000230,0002002006-000230,BR_00000001,BR_00000001,numeric-chain-000005,6,7,21.76,1020,0.6,810,830,180YD+Z,加磷高强、烘烤硬化钢,H180YD,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030123256-000010,0030123256-000010,0030123256-000010,BR_00000006,BR_00000001,numeric-chain-000005,6,8,100,1010,0.65,820,840,HC180BD+Z,加磷高强、烘烤硬化钢,H180BH1,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030124457-000010,0030124457-000010,0030124457-000010,BR_00000006,BR_00000001,numeric-chain-000005,6,9,44,1001,0.6,820,840,DX53D+Z,IF钢,SPHETI-5,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002170-000170,0002002170-000170,0002002170-000170,BR_00000006,BR_00000001,numeric-chain-000005,6,10,100,1000,0.65,810,830,180YD+Z,加磷高强、烘烤硬化钢,H180YD,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0005000563-000210,0005000563-000210,0005000563-000210,BR_00000006,BR_00000001,numeric-chain-000005,6,11,21,995,0.7,800,820,CR2,IF钢,SPHETI-36,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002185-000150,0002002185-000150,0002002185-000150,BR_00000006,BR_00000001,numeric-chain-000005,6,12,16,990,0.6,770,810,DC51D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002195-000020,0002002195-000020,0002002195-000020,BR_00000006,BR_00000001,numeric-chain-000005,6,13,44,985,0.65,770,810,DC51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002170-000380,0002002170-000380,0002002170-000380,BR_00000006,BR_00000001,numeric-chain-000005,6,14,20,960,0.65,770,810,DC51D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002195-000010,0002002195-000010,0002002195-000010,BR_00000006,BR_00000001,numeric-chain-000005,6,15,10,918,0.65,770,810,DC51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002009-000020,0002002009-000020,0002002009-000020,BR_00000001,BR_00000001,numeric-chain-000005,6,16,8.14,828,0.65,770,810,DC51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030118966-000010,0030118966-000010,0030118966-000010,BR_00000001,BR_00000001,numeric-chain-000021,7,1,31.64,1488,0.65,830,850,DC56D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030123053-000010,0030123053-000010,0030123053-000010,BR_00000006,BR_00000001,numeric-chain-000021,7,2,48,1440,0.8,700,840,DC51D+Z,普碳,SPHC,软钢,actual_transition,,,,,,,
diagnostic_candidate,False,0030118957-000010,0030118957-000010,0030118957-000010,BR_00000001,BR_00000001,numeric-chain-000021,7,3,48,1360,0.7,700,720,DX51D+Z3,深冲钢（PD）,DD12BB,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030119098-000060,0030119098-000060,0030119098-000060,BR_00000001,BR_00000001,numeric-chain-000021,7,4,24,1333,0.6,700,840,DX51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030123143-000030,0030123143-000030,0030123143-000030,BR_00000006,BR_00000001,numeric-chain-000021,7,5,175,1315,0.6,830,850,SCG4+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0010019718-000020,0010019718-000020,0010019718-000020,BR_00000006,BR_00000001,numeric-chain-000021,7,6,58,1300,0.5,700,840,DC51D+Z,普碳,SPHC,软钢,actual_transition,,,,,,,
diagnostic_candidate,False,0002002170-000030,0002002170-000030,0002002170-000030,BR_00000006,BR_00000001,numeric-chain-000021,7,7,23,1300,0.6,770,810,DC51D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002176-000190,0002002176-000190,0002002176-000190,BR_00000006,BR_00000001,numeric-chain-000021,7,8,15,1295,0.6,770,810,DC51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002202-000090,0002002202-000090,0002002202-000090,BR_00000006,BR_00000001,numeric-chain-000021,7,9,138,1280,0.65,770,810,DC51D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030122897-000060,0030122897-000060,0030122897-000060,BR_00000006,BR_00000001,numeric-chain-000021,7,10,72,1250,0.6,700,840,DC51D+Z,普碳,SPHC,软钢,actual_transition,,,,,,,
diagnostic_candidate,False,0030124800-000080,0030124800-000080,0030124800-000080,BR_00000006,BR_00000001,numeric-chain-000021,7,11,24,1236,0.5,770,810,DX52D+Z,深冲钢（PD）,SPHCQ,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030123653-000040,0030123653-000040,0030123653-000040,BR_00000006,BR_00000001,numeric-chain-000021,7,12,48,1212,0.6,700,840,DC51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030123143-000050,0030123143-000050,0030123143-000050,BR_00000006,BR_00000001,numeric-chain-000021,7,13,13.39,1210,0.6,830,850,SCG4+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,virtual-000059,,,,BR_00000001,numeric-chain-000021,7,14,20.00,1250,0.50,700,850,SPHC,,SPHC,,virtual_sphc,,"{""accepted_sequence"":59,""prototype_id"":""virtual_sphc:1250x0.5"",""purpose"":""edge_bridge"",""related_partition_id"":null}",,,,,
diagnostic_candidate,False,0030118641-000010,0030118641-000010,0030118641-000010,BR_00000001,BR_00000001,numeric-chain-000021,7,15,22.03,1200,0.4,700,840,DC51D+Z,普碳,SPHC,软钢,actual_transition,,,,,,,
diagnostic_candidate,False,virtual-000060,,,,BR_00000001,numeric-chain-000021,7,16,20.00,1250,0.50,700,840,SPHC,,SPHC,,virtual_sphc,,"{""accepted_sequence"":60,""prototype_id"":""virtual_sphc:1250x0.5"",""purpose"":""edge_bridge"",""related_partition_id"":null}",,,,,
diagnostic_candidate,False,0030124871-000040,0030124871-000040,0030124871-000040,BR_00000006,BR_00000001,numeric-chain-000021,7,17,20,1160,0.6,820,840,DX53D+Z,IF钢,SPHETI-5,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002152-000010,0002002152-000010,0002002152-000010,BR_00000006,BR_00000001,numeric-chain-000021,7,18,23,1155,0.65,810,830,HC180YD+Z,加磷高强、烘烤硬化钢,H180YD,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002170-000310,0002002170-000310,0002002170-000310,BR_00000006,BR_00000001,numeric-chain-000021,7,19,23,1120,0.6,810,830,180YD+Z,加磷高强、烘烤硬化钢,H180YD,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030119041-000020,0030119041-000020,0030119041-000020,BR_00000001,BR_00000001,numeric-chain-000021,7,20,16.85,1120,0.6,820,840,HC180BD+Z,加磷高强、烘烤硬化钢,H180BH1,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030118934-000060,0030118934-000060,0030118934-000060,BR_00000001,BR_00000001,numeric-chain-000021,7,21,188.59,1120,0.7,830,850,DX54D+Z,IF钢,SPHETI-5,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030119959-000010,0030119959-000010,0030119959-000010,BR_00000001,BR_00000001,numeric-chain-000021,7,22,23,1120,0.65,830,850,DC54D+Z,IF钢,SPHETI-5,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030124772-000060,0030124772-000060,0030124772-000060,BR_00000006,BR_00000001,numeric-chain-000021,7,23,23,1120,0.65,830,850,DC54D+Z,IF钢,SPHETI-5,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002180-000270,0002002180-000270,0002002180-000270,BR_00000006,BR_00000001,numeric-chain-000021,7,24,20,1100,0.65,830,850,DC53D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030123142-000030,0030123142-000030,0030123142-000030,BR_00000006,BR_00000001,numeric-chain-000021,7,25,132,1090,0.55,830,850,SCG4+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030124871-000080,0030124871-000080,0030124871-000080,BR_00000006,BR_00000001,numeric-chain-000007,8,1,60,1575,0.95,710,730,DX51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030124871-000140,0030124871-000140,0030124871-000140,BR_00000006,BR_00000001,numeric-chain-000007,8,2,30,1550,0.95,710,730,DX51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0010019881-000030,0010019881-000030,0010019881-000030,BR_00000006,BR_00000001,numeric-chain-000007,8,3,26,1500,0.95,700,840,DC51D+Z,普碳,SPHC,软钢,actual_transition,,,,,,,
diagnostic_candidate,False,0010020206-000100,0010020206-000100,0010020206-000100,BR_00000006,BR_00000001,numeric-chain-000007,8,4,95.94,1500,1,700,840,DC51D+Z,普碳,SPHC,软钢,actual_transition,,,,,,,
diagnostic_candidate,False,0002002195-000190,0002002195-000190,0002002195-000190,BR_00000006,BR_00000001,numeric-chain-000007,8,5,24,1500,1,830,850,DC54D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0010020206-000110,0010020206-000110,0010020206-000110,BR_00000006,BR_00000001,numeric-chain-000007,8,6,117.45,1500,1.2,700,840,DC51D+Z,普碳,SPHC,软钢,actual_transition,,,,,,,
diagnostic_candidate,False,0030120817-000050,0030120817-000050,0030120817-000050,BR_00000003,BR_00000001,numeric-chain-000007,8,7,50,1480,1.2,785,815,HC420/780DPD+Z,顶级牌号780以上,W780X,硬钢,normal_real,,,,,,,
diagnostic_candidate,False,0030124735-000110,0030124735-000110,0030124735-000110,BR_00000006,BR_00000001,numeric-chain-000007,8,8,24,1350,1.4,700,840,DX51D+Z,普碳,SPHC,软钢,actual_transition,,,,,,,
diagnostic_candidate,False,0030124735-000070,0030124735-000070,0030124735-000070,BR_00000006,BR_00000001,numeric-chain-000007,8,9,24,1350,1.4,805,825,HC260YD+Z,加磷高强、烘烤硬化钢,H260Y,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030121501-000010,0030121501-000010,0030121501-000010,BR_00000001,BR_00000001,numeric-chain-000007,8,10,25.11,1330,1.2,800,820,HC260YD+Z,加磷高强、烘烤硬化钢,H260Y,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0010020206-000080,0010020206-000080,0010020206-000080,BR_00000006,BR_00000001,numeric-chain-000007,8,11,122.45,1250,1,700,840,DC51D+Z,普碳,SPHC,软钢,actual_transition,,,,,,,
diagnostic_candidate,False,0002002054-000230,0002002054-000230,0002002054-000230,BR_00000001,BR_00000001,numeric-chain-000007,8,12,2.05,1236,1,820,840,DX53D+Z-CD,IF钢,SPHETI-5,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002053-000150,0002002053-000150,0002002053-000150,BR_00000001,BR_00000001,numeric-chain-000007,8,13,18.76,1219,0.8,815,835,DX51D+Z-MD,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030124871-000010,0030124871-000010,0030124871-000010,BR_00000006,BR_00000001,numeric-chain-000007,8,14,25,1200,0.75,820,840,DX53D+Z,IF钢,SPHETI-5,软钢,normal_real,,,,,,,
diagnostic_candidate,False,split-000001:piece:0002,0002002055-000120,0002002055-000120,BR_00000001,BR_00000001,numeric-chain-000007,8,15,70.30,1150,0.6,820,840,DX53D+Z-MD,IF钢,SPHETI-5,软钢,normal_real,"{""accepted_source_sequence"":1,""authorization_decision_fingerprint"":""a9c31e2908e62cb7d72c5f645d0a3a65924b080d87878320ff92dbf90864f753"",""authorization_rule_id"":""controlled_order_split"",""authorization_rule_version"":""1"",""origin_assigned_period"":""BR_00000001"",""parent_node_id"":""0002002055-000120"",""parent_source_order_id"":""0002002055-000120"",""parent_weight"":570.3,""partition_id"":""partition-804d073342a1e86484d60a661bac4d98a34a718edcdf99fd2e2b71462b662c2c"",""piece_count"":2,""piece_index"":2,""reason_code"":""same_period_split"",""source_period"":""BR_00000001"",""source_resource_id"":""0002002055-000120"",""split_mode"":""same_period_split"",""target_assigned_period"":""BR_00000001""}",,,,,,
diagnostic_candidate,False,virtual-000015,,,,BR_00000001,numeric-chain-000007,8,16,20.00,1250,0.60,820,840,SPHC,,SPHC,,virtual_sphc,,"{""accepted_sequence"":15,""prototype_id"":""virtual_sphc:1250x0.6"",""purpose"":""split_separator"",""related_partition_id"":""partition-804d073342a1e86484d60a661bac4d98a34a718edcdf99fd2e2b71462b662c2c""}",,,,,
diagnostic_candidate,False,0030117283-000020,0030117283-000020,0030117283-000020,BR_00000001,BR_00000001,numeric-chain-000007,8,17,3.44,1130,0.65,790,810,SCG260Y+Z,加磷高强、烘烤硬化钢,H260Y,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002195-000070,0002002195-000070,0002002195-000070,BR_00000006,BR_00000001,numeric-chain-000007,8,18,145,1148,0.65,770,810,DC51D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030120974-000030,0030120974-000030,0030120974-000030,BR_00000002,BR_00000001,numeric-chain-000007,8,19,23,1130,0.8,790,810,HC260YD+Z,加磷高强、烘烤硬化钢,H260Y,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002170-000080,0002002170-000080,0002002170-000080,BR_00000006,BR_00000001,numeric-chain-000007,8,20,23,1128,1,770,810,DC51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030124440-000020,0030124440-000020,0030124440-000020,BR_00000006,BR_00000001,numeric-chain-000007,8,21,23,1125,0.9,770,810,DX52D+Z,深冲钢（PD）,SPHCQ,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002169-000030,0002002169-000030,0002002169-000030,BR_00000006,BR_00000001,numeric-chain-000007,8,22,30,1120,0.7,770,810,DC51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002202-000140,0002002202-000140,0002002202-000140,BR_00000006,BR_00000001,numeric-chain-000007,8,23,23,1110,0.7,770,810,DC51D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030125207-000040,0030125207-000040,0030125207-000040,BR_00000006,BR_00000001,numeric-chain-000007,8,24,46,1103,0.7,770,810,DC51D+Z,深冲钢（PD）,SPHCQ,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002202-000160,0002002202-000160,0002002202-000160,BR_00000006,BR_00000001,numeric-chain-000007,8,25,19,1085,0.7,770,810,DC51D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002176-000200,0002002176-000200,0002002176-000200,BR_00000006,BR_00000001,numeric-chain-000007,8,26,15,1080,0.6,770,810,DC51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002202-000170,0002002202-000170,0002002202-000170,BR_00000006,BR_00000001,numeric-chain-000007,8,27,19,1080,0.7,770,810,DC51D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030117933-000010,0030117933-000010,0030117933-000010,BR_00000001,BR_00000001,numeric-chain-000007,8,28,10.9,1075,0.7,700,840,DX51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030121690-000040,0030121690-000040,0030121690-000040,BR_00000002,BR_00000001,numeric-chain-000007,8,29,11.87,1070,0.67,820,840,HC220BD+Z,加磷高强、烘烤硬化钢,H220BH4,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030122480-000080,0030122480-000080,0030122480-000080,BR_00000006,BR_00000001,numeric-chain-000007,8,30,69,1060,0.65,830,850,DX53D+Z,IF钢,SPHETI-5,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030120757-000020,0030120757-000020,0030120757-000020,BR_00000001,BR_00000001,numeric-chain-000007,8,31,17.37,1044,0.7,830,850,DC54D+Z,IF钢,SPHETI-5,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030122480-000110,0030122480-000110,0030122480-000110,BR_00000006,BR_00000001,numeric-chain-000007,8,32,110,1040,0.7,830,850,DX53D+Z,IF钢,SPHETI-5,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030118799-000010,0030118799-000010,0030118799-000010,BR_00000001,BR_00000001,numeric-chain-000007,8,33,7.55,1010,0.65,820,840,HC180BD+Z,加磷高强、烘烤硬化钢,H180BH1,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030124437-000020,0030124437-000020,0030124437-000020,BR_00000006,BR_00000001,numeric-chain-000007,8,34,22,1003,0.8,830,850,DC54D+Z,IF钢,SPHETI-5,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030120745-000010,0030120745-000010,0030120745-000010,BR_00000001,BR_00000001,numeric-chain-000007,8,35,12.99,865,0.8,830,850,DX53D+Z,IF钢,SPHETI-5,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030124583-000010,0030124583-000010,0030124583-000010,BR_00000006,BR_00000001,numeric-chain-000023,9,1,24,1388,1.6,700,720,DC51D+Z,普碳,SPHC,软钢,actual_transition,,,,,,,
diagnostic_candidate,False,0030125101-000020,0030125101-000020,0030125101-000020,BR_00000006,BR_00000001,numeric-chain-000023,9,2,120,1360,1.5,700,720,DC51D+Z-Q,深冲钢（PD）,SPHCQ,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0010019881-000060,0010019881-000060,0010019881-000060,BR_00000006,BR_00000001,numeric-chain-000023,9,3,96,1355,1.95,700,840,DC51D+Z,普碳,SPHC,软钢,actual_transition,,,,,,,
diagnostic_candidate,False,0002002054-000060,0002002054-000060,0002002054-000060,BR_00000001,BR_00000001,numeric-chain-000023,9,4,50,1300,2,820,840,DX53D+Z-MD,IF钢,SPHETI-5,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0005000571-000030,0005000571-000030,0005000571-000030,BR_00000006,BR_00000001,numeric-chain-000023,9,5,7,1256,2,830,850,CR180BH,加磷高强、烘烤硬化钢,H180BH,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0005000563-000090,0005000563-000090,0005000563-000090,BR_00000006,BR_00000001,numeric-chain-000023,9,6,21,1245,1.75,830,850,CR3,IF钢,SPHETI-36,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002059-000020,0002002059-000020,0002002059-000020,BR_00000001,BR_00000001,numeric-chain-000023,9,7,20.43,1243,1.5,820,840,DX53D+Z-CD,IF钢,SPHETI-5,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002053-000100,0002002053-000100,0002002053-000100,BR_00000001,BR_00000001,numeric-chain-000023,9,8,92,1219,1.5,820,840,DX53D+Z-MD,IF钢,SPHETI-5,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0005000548-000050,0005000548-000050,0005000548-000050,BR_00000001,BR_00000001,numeric-chain-000023,9,9,7,1214,1.5,820,840,CR240BH,加磷高强、烘烤硬化钢,H240BH,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030124772-000010,0030124772-000010,0030124772-000010,BR_00000006,BR_00000001,numeric-chain-000023,9,10,24,1200,1.5,700,840,DC51D+Z,普碳,SPHC,软钢,actual_transition,,,,,,,
diagnostic_candidate,False,0002002170-000050,0002002170-000050,0002002170-000050,BR_00000006,BR_00000001,numeric-chain-000023,9,11,23,1175,1.2,770,810,DC51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030118093-000020,0030118093-000020,0030118093-000020,BR_00000001,BR_00000001,numeric-chain-000023,9,12,135.54,1172,1,700,840,DX51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030120939-000080,0030120939-000080,0030120939-000080,BR_00000002,BR_00000001,numeric-chain-000023,9,13,46,1150,1.2,810,830,HC180YD+Z,加磷高强、烘烤硬化钢,H180YD,软钢,normal_real,,,,,,,
diagnostic_candidate,False,virtual-000037,,,,BR_00000001,numeric-chain-000023,9,14,20.00,1000,1.20,770,830,SPHC,,SPHC,,virtual_sphc,,"{""accepted_sequence"":37,""prototype_id"":""virtual_sphc:1000x1.2"",""purpose"":""edge_bridge"",""related_partition_id"":null}",,,,,
diagnostic_candidate,False,0002002184-000160,0002002184-000160,0002002184-000160,BR_00000006,BR_00000001,numeric-chain-000023,9,15,16,1036,1.2,770,810,DC51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030125207-000130,0030125207-000130,0030125207-000130,BR_00000006,BR_00000001,numeric-chain-000023,9,16,22,1011,1.2,800,820,HC260YD+Z,加磷高强、烘烤硬化钢,H260Y,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002170-000090,0002002170-000090,0002002170-000090,BR_00000006,BR_00000001,numeric-chain-000023,9,17,25,1000,1,770,810,DC51D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030125207-000140,0030125207-000140,0030125207-000140,BR_00000006,BR_00000001,numeric-chain-000023,9,18,44,993,1,800,820,HC260YD+Z,加磷高强、烘烤硬化钢,H260Y,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002170-000190,0002002170-000190,0002002170-000190,BR_00000006,BR_00000001,numeric-chain-000023,9,19,40,928,1,770,810,DC51D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002170-000140,0002002170-000140,0002002170-000140,BR_00000006,BR_00000001,numeric-chain-000023,9,20,16,899,1.2,770,810,DC51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002170-000070,0002002170-000070,0002002170-000070,BR_00000006,BR_00000001,numeric-chain-000023,9,21,16,890,1.2,770,810,DC51D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030125207-000060,0030125207-000060,0030125207-000060,BR_00000006,BR_00000001,numeric-chain-000015,10,1,24,1589,0.7,770,810,DC51D+Z,深冲钢（PD）,SPHCQ,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002176-000230,0002002176-000230,0002002176-000230,BR_00000006,BR_00000001,numeric-chain-000015,10,2,15,1555,0.6,770,810,DC51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002185-000130,0002002185-000130,0002002185-000130,BR_00000006,BR_00000001,numeric-chain-000015,10,3,23,1545,0.65,770,810,DC51D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002185-000080,0002002185-000080,0002002185-000080,BR_00000006,BR_00000001,numeric-chain-000015,10,4,40,1540,0.7,770,810,DC51D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002001998-000190,0002001998-000190,0002001998-000190,BR_00000001,BR_00000001,numeric-chain-000015,10,5,42.46,1510,0.6,770,810,DC51D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002195-000160,0002002195-000160,0002002195-000160,BR_00000006,BR_00000001,numeric-chain-000015,10,6,635,1510,0.6,770,810,DC51D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030125168-000080,0030125168-000080,0030125168-000080,BR_00000006,BR_00000001,numeric-chain-000015,10,7,24,1500,0.8,700,840,DX51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0005000563-000280,0005000563-000280,0005000563-000280,BR_00000006,BR_00000001,numeric-chain-000015,10,8,21,1448,0.8,830,850,CR3,IF钢,SPHETI-36,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030119860-000030,0030119860-000030,0030119860-000030,BR_00000001,BR_00000001,numeric-chain-000015,10,9,56.58,1410,0.8,830,850,DC56D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002053-000120,0002002053-000120,0002002053-000120,BR_00000001,BR_00000001,numeric-chain-000015,10,10,18.57,1400,0.8,820,840,DX53D+Z-MD,IF钢,SPHETI-5,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002054-000200,0002002054-000200,0002002054-000200,BR_00000001,BR_00000001,numeric-chain-000015,10,11,52.56,1385,0.8,815,835,DX51D+Z-MD,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002055-000050,0002002055-000050,0002002055-000050,BR_00000001,BR_00000001,numeric-chain-000015,10,12,280.12,1310,0.6,815,835,DX51D+Z-MD,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002170-000410,0002002170-000410,0002002170-000410,BR_00000006,BR_00000001,numeric-chain-000015,10,13,23,1330,0.8,810,830,180YD+Z,加磷高强、烘烤硬化钢,H180YD,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030118006-000010,0030118006-000010,0030118006-000010,BR_00000001,BR_00000001,numeric-chain-000015,10,14,55.45,1295,0.6,700,840,DC51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0002002195-000110,0002002195-000110,0002002195-000110,BR_00000006,BR_00000001,numeric-chain-000015,10,15,110,1285,0.6,830,850,DC54D+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030123141-000010,0030123141-000010,0030123141-000010,BR_00000006,BR_00000001,numeric-chain-000015,10,16,50,1275,0.6,830,850,SCG4+Z,IF钢,SPHETI-3,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030122897-000010,0030122897-000010,0030122897-000010,BR_00000006,BR_00000001,numeric-chain-000015,10,17,24,1250,0.5,700,840,DC51D+Z,普碳,SPHC,软钢,actual_transition,,,,,,,
diagnostic_candidate,False,0030120727-000030,0030120727-000030,0030120727-000030,BR_00000001,BR_00000001,numeric-chain-000015,10,18,300,1227,0.45,715,735,DX51D+Z1,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030125168-000040,0030125168-000040,0030125168-000040,BR_00000006,BR_00000001,numeric-chain-000015,10,19,48,1219,0.4,700,840,DC51D+Z,普碳,SPHC,软钢,normal_real,,,,,,,
diagnostic_candidate,False,0030125168-000060,0030125168-000060,0030125168-000060,BR_00000006,BR_00000001,numeric-chain-000015,10,20,24,1190,0.4,770,810,DX52D+Z-LG,深冲钢（PD）,SPHCQ,软钢,normal_real,,,,,,,
