         54662449 function calls (54307839 primitive calls) in 12.166 seconds

   Ordered by: cumulative time
   List reduced from 1060 to 80 due to restriction <80>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   922329    0.090    0.000    0.090    0.000 /Users/miles/dev/dev-py/APSGOV7/src/apsgo_scheduler/core/contracts.py:94(require_int)
   669457    0.087    0.000    0.087    0.000 /Users/miles/dev/dev-py/APSGOV7/src/apsgo_scheduler/core/_numeric_rules.py:567(<genexpr>)
   476875    0.079    0.000    0.415    0.000 /Users/miles/anaconda3/envs/aps_3.10.18/lib/python3.10/site-packages/numpy/_core/_methods.py:67(_all)
     3049    0.074    0.000    0.074    0.000 /Users/miles/anaconda3/envs/aps_3.10.18/lib/python3.10/json/encoder.py:204(iterencode)
   645190    0.074    0.000    0.078    0.000 {built-in method builtins.min}
   476875    0.067    0.000    0.482    0.000 {method 'all' of 'numpy.ndarray' objects}
      174    0.058    0.000    0.065    0.000 /Users/miles/dev/dev-py/APSGOV7/src/apsgo_scheduler/core/_numeric_rules.py:748(evaluate_numeric_static_plan_rules)
   304030    0.056    0.000    0.056    0.000 /Users/miles/dev/dev-py/APSGOV7/src/apsgo_scheduler/core/_numeric_rules.py:568(<genexpr>)
   924844    0.055    0.000    0.055    0.000 /Users/miles/dev/dev-py/APSGOV7/src/apsgo_scheduler/core/budget.py:101(_cancellation_is_requested)
   922268    0.049    0.000    0.049    0.000 /Users/miles/dev/dev-py/APSGOV7/src/apsgo_scheduler/core/budget.py:97(must_stop)
    35619    0.048    0.000    0.048    0.000 /Users/miles/dev/dev-py/APSGOV7/src/apsgo_scheduler/core/_numeric_rules.py:572(_runs)
   924845    0.045    0.000    0.045    0.000 {built-in method time.monotonic}
111425/106967    0.045    0.000    2.011    0.000 {method 'extend' of 'list' objects}
  1068749    0.044    0.000    0.044    0.000 {built-in method builtins.abs}
   249786    0.041    0.000    0.041    0.000 {built-in method builtins.hasattr}
   248241    0.040    0.000    0.090    0.000 /Users/miles/anaconda3/envs/aps_3.10.18/lib/python3.10/dataclasses.py:1210(is_dataclass)
     4458    0.036    0.000    2.102    0.000 /Users/miles/dev/dev-py/APSGOV7/src/apsgo_scheduler/core/_numeric_rules.py:702(_evaluate_numeric_rows)
   189036    0.036    0.000    0.036    0.000 /Users/miles/dev/dev-py/APSGOV7/src/apsgo_scheduler/core/_numeric_state.py:746(<genexpr>)
18262/1394    0.036    0.000    0.580    0.000 /Users/miles/dev/dev-py/APSGOV7/src/apsgo_scheduler/core/contracts.py:59(<listcomp>)
   189036    0.035    0.000    0.035    0.000 /Users/miles/dev/dev-py/APSGOV7/src/apsgo_scheduler/core/_numeric_state.py:751(<genexpr>)
    72805    0.031    0.000    0.031    0.000 /Users/miles/dev/dev-py/APSGOV7/src/apsgo_scheduler/core/_numeric_evaluation.py:390(<genexpr>)


