chain_id,assigned_period,position,node_id,source_order_id,source_resource_id,source_period,material_role,weight,width,thickness,min_temperature,max_temperature,grade,partition_id,piece_index,virtual_prototype_id,virtual_purpose,virtual_accepted_sequence,related_partition_id,sequence,small_roll,delivery_date
initial-000014,BR_00000001,15,0030123654-000020,0030123654-000020,0030123654-000020,BR_00000006,normal_real,48.0,1346.0,0.5,715.0,735.0,DX51D+Z1,,,,,,,133,05,2026-06-30
initial-000014,BR_00000001,16,0030125168-000030,0030125168-000030,0030125168-000030,BR_00000006,normal_real,48.0,1326.0,0.4,700.0,840.0,DC51D+Z,,,,,,,134,05,2026-06-30
initial-000014,BR_00000001,17,0030125168-000020,0030125168-000020,0030125168-000020,BR_00000006,normal_real,48.0,1306.0,0.4,700.0,840.0,DC51D+Z,,,,,,,135,05,2026-06-30
initial-000014,BR_00000001,18,0030119098-000010,0030119098-000010,0030119098-000010,BR_00000001,normal_real,22.98,1306.0,0.4,700.0,840.0,DC51D+Z,,,,,,,136,05,2026-05-31
initial-000014,BR_00000001,19,0002002054-000270,0002002054-000270,0002002054-000270,BR_00000001,normal_real,12.7,1258.0,0.4,815.0,835.0,DX51D+Z-MD,,,,,,,137,05,2026-05-31
initial-000014,BR_00000001,20,0002002054-000350,0002002054-000350,0002002054-000350,BR_00000001,normal_real,98.97,1250.0,0.5,815.0,835.0,DX51D+Z-MD,,,,,,,138,05,2026-05-31
initial-000014,BR_00000001,21,0002002054-000320,0002002054-000320,0002002054-000320,BR_00000001,normal_real,23.0,1235.0,0.5,820.0,840.0,DX53D+Z-CD,,,,,,,139,05,2026-05-31
initial-000014,BR_00000001,22,0030118641-000010,0030118641-000010,0030118641-000010,BR_00000001,actual_transition,22.03,1200.0,0.4,700.0,840.0,DC51D+Z,,,,,,,140,05,2026-05-31
initial-000014,BR_00000001,23,0030123916-000010,0030123916-000010,0030123916-000010,BR_00000006,actual_transition,23.0,1200.0,0.4,700.0,840.0,DC51D+Z,,,,,,,141,05,2026-06-30
initial-000014,BR_00000001,24,0002002055-000080,0002002055-000080,0002002055-000080,BR_00000001,normal_real,5.45,1150.0,0.5,815.0,835.0,DX51D+Z-MD,,,,,,,142,05,2026-05-31
initial-000014,BR_00000001,25,0002002055-000040,0002002055-000040,0002002055-000040,BR_00000001,normal_real,346.03,1150.0,0.5,815.0,835.0,DX51D+Z-MD,,,,,,,143,05,2026-05-31
initial-000014,BR_00000001,26,0002002054-000040,0002002054-000040,0002002054-000040,BR_00000001,normal_real,36.52,1150.0,0.5,815.0,835.0,DX51D+Z-MD,,,,,,,144,05,2026-05-31
initial-000014,BR_00000001,27,0030125168-000050,0030125168-000050,0030125168-000050,BR_00000006,normal_real,24.0,1145.0,0.4,700.0,840.0,DC51D+Z,,,,,,,145,05,2026-06-30
initial-000014,BR_00000001,28,0030123654-000010,0030123654-000010,0030123654-000010,BR_00000006,normal_real,48.0,1066.0,0.5,715.0,735.0,DX51D+Z1,,,,,,,146,05,2026-06-30
initial-000014,BR_00000001,29,0030118641-000020,0030118641-000020,0030118641-000020,BR_00000001,actual_transition,6.04,1000.0,0.4,700.0,840.0,DC51D+Z,,,,,,,147,05,2026-05-31
initial-000014,BR_00000001,30,0030123916-000020,0030123916-000020,0030123916-000020,BR_00000006,actual_transition,23.0,1000.0,0.4,700.0,840.0,DC51D+Z,,,,,,,148,05,2026-06-30
initial-000016,BR_00000001,0,0030125207-000060,0030125207-000060,0030125207-000060,BR_00000006,normal_real,24.0,1589.0,0.7,770.0,810.0,DC51D+Z,,,,,,,149,06,2026-06-30
initial-000016,BR_00000001,1,0002002176-000230,0002002176-000230,0002002176-000230,BR_00000006,normal_real,15.0,1555.0,0.6,770.0,810.0,DC51D+Z,,,,,,,150,06,2026-06-30
initial-000016,BR_00000001,2,0002002185-000130,0002002185-000130,0002002185-000130,BR_00000006,normal_real,23.0,1545.0,0.65,770.0,810.0,DC51D+Z,,,,,,,151,06,2026-06-30
initial-000016,BR_00000001,3,0002002185-000080,0002002185-000080,0002002185-000080,BR_00000006,normal_real,40.0,1540.0,0.7,770.0,810.0,DC51D+Z,,,,,,,152,06,2026-06-30
initial-000016,BR_00000001,4,0002001998-000190,0002001998-000190,0002001998-000190,BR_00000001,normal_real,42.46,1510.0,0.6,770.0,810.0,DC51D+Z,,,,,,,153,06,2026-05-31
initial-000016,BR_00000001,5,0002002195-000160,0002002195-000160,0002002195-000160,BR_00000006,normal_real,635.0,1510.0,0.6,770.0,810.0,DC51D+Z,,,,,,,154,06,2026-06-30
initial-000016,BR_00000001,6,0002002185-000140,0002002185-000140,0002002185-000140,BR_00000006,normal_real,30.0,1510.0,0.65,770.0,810.0,DC51D+Z,,,,,,,155,06,2026-06-30
initial-000016,BR_00000001,7,0002002176-000080,0002002176-000080,0002002176-000080,BR_00000006,normal_real,15.0,1498.0,0.65,770.0,810.0,DC51D+Z,,,,,,,156,06,2026-06-30
initial-000016,BR_00000001,8,0002002195-000150,0002002195-000150,0002002195-000150,BR_00000006,normal_real,175.0,1490.0,0.65,770.0,810.0,DC51D+Z,,,,,,,157,06,2026-06-30
initial-000016,BR_00000001,9,0002002162-000010,0002002162-000010,0002002162-000010,BR_00000006,normal_real,72.0,1470.0,0.65,770.0,810.0,DC51D+Z,,,,,,,158,06,2026-06-30
initial-000016,BR_00000001,10,0002002176-000030,0002002176-000030,0002002176-000030,BR_00000006,normal_real,15.0,1465.0,0.65,770.0,810.0,DC51D+Z,,,,,,,159,06,2026-06-30
initial-000016,BR_00000001,11,0002002195-000140,0002002195-000140,0002002195-000140,BR_00000006,normal_real,72.0,1463.0,0.65,770.0,810.0,DC51D+Z,,,,,,,160,06,2026-06-30
initial-000016,BR_00000001,12,0002002195-000250,0002002195-000250,0002002195-000250,BR_00000006,normal_real,24.0,1455.0,0.65,770.0,810.0,DC51D+Z,,,,,,,161,06,2026-06-30
initial-000016,BR_00000001,13,0002002044-000070,0002002044-000070,0002002044-000070,BR_00000001,normal_real,18.71,1450.0,0.65,770.0,810.0,DC51D+Z,,,,,,,162,06,2026-05-31
initial-000016,BR_00000001,14,0002002162-000040,0002002162-000040,0002002162-000040,BR_00000006,normal_real,168.0,1450.0,0.65,770.0,810.0,DC51D+Z,,,,,,,163,06,2026-06-30
initial-000016,BR_00000001,15,0002002185-000070,0002002185-000070,0002002185-000070,BR_00000006,normal_real,92.0,1375.0,0.65,770.0,810.0,DC51D+Z,,,,,,,164,06,2026-06-30
initial-000016,BR_00000001,16,0002002024-000070,0002002024-000070,0002002024-000070,BR_00000001,normal_real,6.04,1360.0,0.7,770.0,810.0,DC51D+Z,,,,,,,165,06,2026-05-31
initial-000016,BR_00000001,17,0002002176-000100,0002002176-000100,0002002176-000100,BR_00000006,normal_real,23.0,1358.0,0.7,770.0,810.0,DC51D+Z,,,,,,,166,06,2026-06-30
initial-000016,BR_00000001,18,0030125207-000070,0030125207-000070,0030125207-000070,BR_00000006,normal_real,24.0,1349.0,0.9,770.0,810.0,DC51D+Z,,,,,,,167,06,2026-06-30
initial-000016,BR_00000001,19,0030124800-000020,0030124800-000020,0030124800-000020,BR_00000006,normal_real,24.0,1332.0,1.0,770.0,810.0,DX52D+Z,,,,,,,168,06,2026-06-30
initial-000016,BR_00000001,20,0002002170-000220,0002002170-000220,0002002170-000220,BR_00000006,normal_real,46.0,1330.0,1.0,770.0,810.0,DC51D+Z,,,,,,,169,06,2026-06-30
initial-000016,BR_00000001,21,0030123653-000060,0030123653-000060,0030123653-000060,BR_00000006,normal_real,96.0,1260.0,0.8,700.0,840.0,DC51D+Z,,,,,,,170,06,2026-06-30
initial-000016,BR_00000001,22,0030124871-000030,0030124871-000030,0030124871-000030,BR_00000006,normal_real,20.0,1250.0,0.95,710.0,730.0,DX51D+Z,,,,,,,171,06,2026-06-30
initial-000016,BR_00000001,23,0030124735-000100,0030124735-000100,0030124735-000100,BR_00000006,actual_transition,24.0,1250.0,1.0,700.0,840.0,DX51D+Z,,,,,,,172,06,2026-06-30
initial-000016,BR_00000001,24,0030122897-000040,0030122897-000040,0030122897-000040,BR_00000006,actual_transition,24.0,1250.0,1.0,700.0,840.0,DC51D+Z,,,,,,,173,06,2026-06-30
initial-000018,BR_00000001,0,0030124871-000100,0030124871-000100,0030124871-000100,BR_00000006,normal_real,210.0,1585.0,0.75,730.0,750.0,DX51D+Z,,,,,,,174,07,2026-06-30
initial-000018,BR_00000001,1,0030124871-000090,0030124871-000090,0030124871-000090,BR_00000006,normal_real,70.0,1550.0,0.75,730.0,750.0,DX51D+Z,,,,,,,175,07,2026-06-30
initial-000018,BR_00000001,2,0030125168-000080,0030125168-000080,0030125168-000080,BR_00000006,normal_real,24.0,1500.0,0.8,700.0,840.0,DX51D+Z,,,,,,,176,07,2026-06-30
initial-000018,BR_00000001,3,0002002170-000020,0002002170-000020,0002002170-000020,BR_00000006,normal_real,69.0,1498.0,0.8,830.0,850.0,DC53D+Z,,,,,,,177,07,2026-06-30
initial-000018,BR_00000001,4,0002002170-000160,0002002170-000160,0002002170-000160,BR_00000006,normal_real,23.0,1495.0,0.7,830.0,850.0,DC53D+Z,,,,,,,178,07,2026-06-30
initial-000018,BR_00000001,5,0030124397-000030,0030124397-000030,0030124397-000030,BR_00000006,normal_real,24.0,1465.0,0.7,830.0,850.0,DC56D+Z,,,,,,,179,07,2026-06-30
initial-000018,BR_00000001,6,0030120049-000040,0030120049-000040,0030120049-000040,BR_00000001,normal_real,24.0,1440.0,0.7,830.0,850.0,DC56D+Z,,,,,,,180,07,2026-06-05
initial-000018,BR_00000001,7,0002002170-000240,0002002170-000240,0002002170-000240,BR_00000006,normal_real,80.0,1434.0,0.7,830.0,850.0,DC53D+Z,,,,,,,181,07,2026-06-30
initial-000018,BR_00000001,8,0030123143-000040,0030123143-000040,0030123143-000040,BR_00000006,normal_real,67.97,1430.0,0.65,830.0,850.0,SCG4+Z,,,,,,,182,07,2026-06-30
initial-000018,BR_00000001,9,0002002180-000280,0002002180-000280,0002002180-000280,BR_00000006,normal_real,20.0,1390.0,0.65,830.0,850.0,DC53D+Z,,,,,,,183,07,2026-06-30
initial-000018,BR_00000001,10,0030122759-000030,0030122759-000030,0030122759-000030,BR_00000006,normal_real,88.0,1374.0,0.75,830.0,850.0,CR3,,,,,,,184,07,2026-06-30
initial-000018,BR_00000001,11,0030124735-000060,0030124735-000060,0030124735-000060,BR_00000006,normal_real,24.0,1360.0,0.8,820.0,840.0,DX53D+Z,,,,,,,185,07,2026-06-30
initial-000018,BR_00000001,12,0002002184-000010,0002002184-000010,0002002184-000010,BR_00000006,normal_real,23.0,1354.0,0.65,830.0,850.0,DC56D+Z,,,,,,,186,07,2026-06-30
initial-000018,BR_00000001,13,0030123255-000010,0030123255-000010,0030123255-000010,BR_00000006,normal_real,92.0,1350.0,0.6,820.0,840.0,HC180BD+Z,,,,,,,187,07,2026-06-30
initial-000018,BR_00000001,14,0002002176-000240,0002002176-000240,0002002176-000240,BR_00000006,normal_real,69.0,1335.0,0.65,820.0,840.0,DC53D+Z,,,,,,,188,07,2026-06-30
initial-000018,BR_00000001,15,0030123141-000020,0030123141-000020,0030123141-000020,BR_00000006,normal_real,100.0,1330.0,0.65,830.0,850.0,SCG4+Z,,,,,,,189,07,2026-06-30
initial-000018,BR_00000001,16,0002002162-000110,0002002162-000110,0002002162-000110,BR_00000006,normal_real,24.0,1305.0,0.65,830.0,850.0,DC53D+Z,,,,,,,190,07,2026-06-30
initial-000018,BR_00000001,17,0002002170-000340,0002002170-000340,0002002170-000340,BR_00000006,normal_real,23.0,1280.0,0.65,830.0,850.0,DC54D+Z,,,,,,,191,07,2026-06-30
initial-000018,BR_00000001,18,0030122897-000100,0030122897-000100,0030122897-000100,BR_00000006,actual_transition,96.0,1250.0,0.75,700.0,840.0,DC51D+Z,,,,,,,192,07,2026-06-30
initial-000018,BR_00000001,19,0030124081-000010,0030124081-000010,0030124081-000010,BR_00000006,actual_transition,48.0,1250.0,0.75,700.0,840.0,DC51D+Z,,,,,,,193,07,2026-06-30
initial-000018,BR_00000001,20,0030124824-000030,0030124824-000030,0030124824-000030,BR_00000006,normal_real,37.29,1250.0,0.75,730.0,750.0,DX51D+Z,,,,,,,194,07,2026-06-30
initial-000018,BR_00000001,21,0010019881-000010,0010019881-000010,0010019881-000010,BR_00000006,actual_transition,24.0,1250.0,0.8,700.0,840.0,DC51D+Z,,,,,,,195,07,2026-06-30
initial-000018,BR_00000001,22,0010019881-000020,0010019881-000020,0010019881-000020,BR_00000006,actual_transition,24.0,1250.0,0.95,700.0,840.0,DC51D+Z,,,,,,,196,07,2026-06-30
initial-000018,BR_00000001,23,0030124871-000020,0030124871-000020,0030124871-000020,BR_00000006,normal_real,20.0,1250.0,1.15,710.0,730.0,DX51D+Z,,,,,,,197,07,2026-06-30
initial-000018,BR_00000001,24,0030122897-000050,0030122897-000050,0030122897-000050,BR_00000006,actual_transition,24.0,1250.0,1.2,700.0,840.0,DC51D+Z,,,,,,,198,07,2026-06-30
initial-000018,BR_00000001,25,0030124207-000020,0030124207-000020,0030124207-000020,BR_00000006,actual_transition,24.0,1250.0,1.2,700.0,840.0,DC51D+Z,,,,,,,199,07,2026-06-30
initial-000018,BR_00000001,26,0030125168-000090,0030125168-000090,0030125168-000090,BR_00000006,normal_real,24.0,1250.0,1.2,770.0,810.0,DX52D+Z-LG,,,,,,,200,07,2026-06-30
initial-000018,BR_00000001,27,0002002202-000020,0002002202-000020,0002002202-000020,BR_00000006,normal_real,23.0,1245.0,1.2,770.0,810.0,DC51D+Z,,,,,,,201,07,2026-06-30
initial-000018,BR_00000001,28,0030124800-000010,0030124800-000010,0030124800-000010,BR_00000006,normal_real,24.0,1240.0,1.0,770.0,810.0,DX52D+Z,,,,,,,202,07,2026-06-30
initial-000018,BR_00000001,29,0030125184-000010,0030125184-000010,0030125184-000010,BR_00000006,normal_real,48.0,1183.0,1.0,790.0,810.0,HC220YD+Z,,,,,,,203,07,2026-06-30
initial-000018,BR_00000001,30,0030118093-000020,0030118093-000020,0030118093-000020,BR_00000001,normal_real,135.54,1172.0,1.0,700.0,840.0,DX51D+Z,,,,,,,204,07,2026-05-31
initial-000018,BR_00000001,31,0030124440-000030,0030124440-000030,0030124440-000030,BR_00000006,normal_real,24.0,1155.0,0.9,770.0,810.0,DX52D+Z,,,,,,,205,07,2026-06-30
initial-000018,BR_00000001,32,0002002202-000210,0002002202-000210,0002002202-000210,BR_00000006,normal_real,8.21,1155.0,1.0,770.0,810.0,DC51D+Z,,,,,,,206,07,2026-06-30
initial-000018,BR_00000001,33,0002002170-000080,0002002170-000080,0002002170-000080,BR_00000006,normal_real,23.0,1128.0,1.0,770.0,810.0,DC51D+Z,,,,,,,207,07,2026-06-30
initial-000018,BR_00000001,34,0030124440-000020,0030124440-000020,0030124440-000020,BR_00000006,normal_real,23.0,1125.0,0.9,770.0,810.0,DX52D+Z,,,,,,,208,07,2026-06-30
initial-000018,BR_00000001,35,0002002169-000030,0002002169-000030,0002002169-000030,BR_00000006,normal_real,30.0,1120.0,0.7,770.0,810.0,DC51D+Z,,,,,,,209,07,2026-06-30
initial-000018,BR_00000001,36,0002002195-000060,0002002195-000060,0002002195-000060,BR_00000006,normal_real,61.96,1095.0,0.65,770.0,810.0,DC51D+Z,,,,,,,210,07,2026-06-30
initial-000018,BR_00000001,37,0002002202-000150,0002002202-000150,0002002202-000150,BR_00000006,normal_real,25.0,1095.0,0.7,770.0,810.0,DC51D+Z,,,,,,,211,07,2026-06-30
initial-000018,BR_00000001,38,0002002195-000170,0002002195-000170,0002002195-000170,BR_00000006,normal_real,24.0,1088.0,0.65,770.0,810.0,DC51D+Z,,,,,,,212,07,2026-06-30
initial-000018,BR_00000001,39,0002002202-000160,0002002202-000160,0002002202-000160,BR_00000006,normal_real,19.0,1085.0,0.7,770.0,810.0,DC51D+Z,,,,,,,213,07,2026-06-30
initial-000018,BR_00000001,40,0030124800-000030,0030124800-000030,0030124800-000030,BR_00000006,normal_real,23.0,1084.0,0.8,770.0,810.0,DX52D+Z,,,,,,,214,07,2026-06-30
initial-000018,BR_00000001,41,0002002176-000070,0002002176-000070,0002002176-000070,BR_00000006,normal_real,100.0,1063.0,1.0,770.0,810.0,DC51D+Z,,,,,,,215,07,2026-06-30
initial-000024,BR_00000001,0,0030124583-000010,0030124583-000010,0030124583-000010,BR_00000006,actual_transition,24.0,1388.0,1.6,700.0,720.0,DC51D+Z,,,,,,,216,08,2026-06-30
initial-000024,BR_00000001,1,0030125101-000020,0030125101-000020,0030125101-000020,BR_00000006,normal_real,120.0,1360.0,1.5,700.0,720.0,DC51D+Z-Q,,,,,,,217,08,2026-06-30
initial-000024,BR_00000001,2,0010019881-000060,0010019881-000060,0010019881-000060,BR_00000006,actual_transition,96.0,1355.0,1.95,700.0,840.0,DC51D+Z,,,,,,,218,08,2026-06-30
initial-000024,BR_00000001,3,0002002054-000060,0002002054-000060,0002002054-000060,BR_00000001,normal_real,50.0,1300.0,2.0,820.0,840.0,DX53D+Z-MD,,,,,,,219,08,2026-05-31
initial-000024,BR_00000001,4,0005000571-000030,0005000571-000030,0005000571-000030,BR_00000006,normal_real,7.0,1256.0,2.0,830.0,850.0,CR180BH,,,,,,,220,08,2026-06-30
initial-000024,BR_00000001,5,0005000563-000090,0005000563-000090,0005000563-000090,BR_00000006,normal_real,21.0,1245.0,1.75,830.0,850.0,CR3,,,,,,,221,08,2026-06-30
initial-000024,BR_00000001,6,0002002059-000020,0002002059-000020,0002002059-000020,BR_00000001,normal_real,20.43,1243.0,1.5,820.0,840.0,DX53D+Z-CD,,,,,,,222,08,2026-05-31
initial-000024,BR_00000001,7,0002002053-000070,0002002053-000070,0002002053-000070,BR_00000001,normal_real,25.67,1219.0,1.2,820.0,840.0,DX53D+Z-MD,,,,,,,223,08,2026-05-31
initial-000024,BR_00000001,8,0030119945-000140,0030119945-000140,0030119945-000140,BR_00000001,normal_real,24.0,1195.0,1.3,830.0,850.0,DC54D+Z,,,,,,,224,08,2026-05-31
initial-000024,BR_00000001,9,0030119597-000010,0030119597-000010,0030119597-000010,BR_00000001,normal_real,7.08,1155.0,1.2,830.0,850.0,DC54D+Z,,,,,,,225,08,2026-05-31
initial-000024,BR_00000001,10,0030125147-000020,0030125147-000020,0030125147-000020,BR_00000006,normal_real,23.0,1145.0,1.0,820.0,840.0,DC53D+Z,,,,,,,226,08,2026-06-30
initial-000024,BR_00000001,11,0030123508-000010,0030123508-000010,0030123508-000010,BR_00000006,normal_real,138.0,1145.0,1.0,830.0,850.0,HDX53D+Z-SN,,,,,,,227,08,2026-06-30
initial-000024,BR_00000001,12,0030118261-000010,0030118261-000010,0030118261-000010,BR_00000001,normal_real,57.02,1145.0,1.0,830.0,850.0,HDX53D+Z-SN,,,,,,,228,08,2026-05-31
initial-000024,BR_00000001,13,0030124170-000010,0030124170-000010,0030124170-000010,BR_00000006,normal_real,69.0,1145.0,1.0,830.0,850.0,HDX53D+Z-SN,,,,,,,229,08,2026-06-30
initial-000024,BR_00000001,14,0005000571-000020,0005000571-000020,0005000571-000020,BR_00000006,normal_real,7.0,1135.0,1.2,830.0,850.0,CR4,,,,,,,230,08,2026-06-30
initial-000024,BR_00000001,15,0002002184-000090,0002002184-000090,0002002184-000090,BR_00000006,normal_real,30.0,1134.0,1.0,830.0,850.0,DC56D+Z,,,,,,,231,08,2026-06-30
initial-000024,BR_00000001,16,0005000563-000290,0005000563-000290,0005000563-000290,BR_00000006,normal_real,20.0,1100.0,0.8,830.0,850.0,CR180BH,,,,,,,232,08,2026-06-30
initial-000024,BR_00000001,17,0005000547-000400,0005000547-000400,0005000547-000400,BR_00000001,normal_real,20.0,1100.0,0.8,830.0,850.0,CR180BH,,,,,,,233,08,2026-05-31
initial-000024,BR_00000001,18,0002002053-000020,0002002053-000020,0002002053-000020,BR_00000001,normal_real,8.8,1100.0,0.8,820.0,840.0,DX53D+Z-MD,,,,,,,234,08,2026-05-31
initial-000024,BR_00000001,19,0030124438-000010,0030124438-000010,0030124438-000010,BR_00000006,normal_real,23.0,1083.0,0.8,830.0,850.0,DC54D+Z,,,,,,,235,08,2026-06-30
initial-000024,BR_00000001,20,0030118934-000020,0030118934-000020,0030118934-000020,BR_00000001,normal_real,238.96,1060.0,0.95,820.0,840.0,HX220BD+Z,,,,,,,236,08,2026-05-31
initial-000024,BR_00000001,21,0030124824-000020,0030124824-000020,0030124824-000020,BR_00000006,normal_real,430.0,1055.0,0.95,820.0,840.0,DX53D+Z,,,,,,,237,08,2026-06-30
initial-000024,BR_00000001,22,0030119031-000020,0030119031-000020,0030119031-000020,BR_00000001,normal_real,26.67,1055.0,0.95,820.0,840.0,DX53D+Z,,,,,,,238,08,2026-05-31
initial-000024,BR_00000001,23,0030118093-000060,0030118093-000060,0030118093-000060,BR_00000001,normal_real,31.46,1048.0,0.8,820.0,840.0,DC53D+Z,,,,,,,239,08,2026-05-31
initial-000024,BR_00000001,24,0030123145-000020,0030123145-000020,0030123145-000020,BR_00000006,normal_real,21.43,1010.0,0.8,810.0,830.0,HC180YD+Z,,,,,,,240,08,2026-06-30
initial-000024,BR_00000001,25,0030122899-000010,0030122899-000010,0030122899-000010,BR_00000006,actual_transition,60.0,1000.0,0.8,700.0,840.0,DC51D+Z,,,,,,,241,08,2026-06-30
initial-000024,BR_00000001,26,0030122480-000090,0030122480-000090,0030122480-000090,BR_00000006,normal_real,22.0,990.0,0.7,830.0,850.0,DX53D+Z,,,,,,,242,08,2026-06-30
initial-000024,BR_00000001,27,0030120940-000030,0030120940-000030,0030120940-000030,BR_00000002,normal_real,18.0,950.0,0.7,830.0,850.0,DC56D+Z,,,,,,,243,08,2026-06-10
initial-000024,BR_00000001,28,0030122480-000040,0030122480-000040,0030122480-000040,BR_00000006,normal_real,72.0,950.0,0.7,830.0,850.0,DX54D+Z,,,,,,,244,08,2026-06-30
initial-000024,BR_00000001,29,0030120745-000010,0030120745-000010,0030120745-000010,BR_00000001,normal_real,12.99,865.0,0.8,830.0,850.0,DX53D+Z,,,,,,,245,08,2026-06-05
initial-000024,BR_00000001,30,virtual-000030,,,,virtual_sphc,20.0,1000.0,1.0,830.0,850.0,SPHC,,,virtual_sphc:1000x1,edge_bridge,30,,246,08,不适用
initial-000024,BR_00000001,31,0030125097-000010,0030125097-000010,0030125097-000010,BR_00000006,normal_real,7.65,870.0,1.2,830.0,850.0,DC56D+Z,,,,,,,247,08,2026-06-30
initial-000025,BR_00000001,0,0030121196-000030,0030121196-000030,0030121196-000030,BR_00000002,normal_real,46.91,1500.0,0.7,770.0,790.0,HC340/590DPD+Z,,,,,,,248,09,2026-06-10
initial-000025,BR_00000001,1,0030123053-000010,0030123053-000010,0030123053-000010,BR_00000006,actual_transition,48.0,1440.0,0.8,700.0,840.0,DC51D+Z,,,,,,,249,09,2026-06-30
initial-000025,BR_00000001,2,0030118957-000010,0030118957-000010,0030118957-000010,BR_00000001,normal_real,48.0,1360.0,0.7,700.0,720.0,DX51D+Z3,,,,,,,250,09,2026-05-31
initial-000025,BR_00000001,3,0030124735-000090,0030124735-000090,0030124735-000090,BR_00000006,actual_transition,24.0,1325.0,0.7,700.0,840.0,DX51D+Z,,,,,,,251,09,2026-06-30
initial-000025,BR_00000001,4,0002002195-000120,0002002195-000120,0002002195-000120,BR_00000006,normal_real,72.0,1315.0,0.65,770.0,810.0,DC51D+Z,,,,,,,252,09,2026-06-30
initial-000025,BR_00000001,5,0002002202-000090,0002002202-000090,0002002202-000090,BR_00000006,normal_real,138.0,1280.0,0.65,770.0,810.0,DC51D+Z,,,,,,,253,09,2026-06-30
initial-000025,BR_00000001,6,0030123916-000040,0030123916-000040,0030123916-000040,BR_00000006,actual_transition,23.0,1250.0,0.6,700.0,840.0,DC51D+Z,,,,,,,254,09,2026-06-30
initial-000025,BR_00000001,7,0030118006-000020,0030118006-000020,0030118006-000020,BR_00000001,normal_real,29.28,1240.0,0.6,700.0,840.0,DC51D+Z,,,,,,,255,09,2026-05-31
initial-000025,BR_00000001,8,0030125207-000050,0030125207-000050,0030125207-000050,BR_00000006,normal_real,48.0,1233.0,0.7,770.0,810.0,DC51D+Z,,,,,,,256,09,2026-06-30
initial-000025,BR_00000001,9,0010019680-000010,0010019680-000010,0010019680-000010,BR_00000006,normal_real,48.0,1170.0,0.6,700.0,840.0,DC51D+Z-D,,,,,,,257,09,2026-06-30
initial-000025,BR_00000001,10,0002002184-000060,0002002184-000060,0002002184-000060,BR_00000006,normal_real,23.0,1170.0,0.6,770.0,810.0,DC51D+Z,,,,,,,258,09,2026-06-30
initial-000025,BR_00000001,11,0010019680-000030,0010019680-000030,0010019680-000030,BR_00000006,normal_real,48.0,1160.0,0.6,700.0,840.0,DC51D+Z-D,,,,,,,259,09,2026-06-30
initial-000025,BR_00000001,12,0030124827-000010,0030124827-000010,0030124827-000010,BR_00000006,normal_real,70.0,1140.0,0.75,730.0,750.0,DX51D+Z,,,,,,,260,09,2026-06-30
initial-000025,BR_00000001,13,0030124827-000020,0030124827-000020,0030124827-000020,BR_00000006,normal_real,50.0,1100.0,0.75,730.0,750.0,DX51D+Z,,,,,,,261,09,2026-06-30
initial-000025,BR_00000001,14,0030124871-000130,0030124871-000130,0030124871-000130,BR_00000006,normal_real,180.0,1100.0,0.75,730.0,750.0,DX51D+Z,,,,,,,262,09,2026-06-30
initial-000025,BR_00000001,15,0010019680-000020,0010019680-000020,0010019680-000020,BR_00000006,normal_real,69.0,1072.0,0.75,730.0,750.0,DC51D+Z-D,,,,,,,263,09,2026-06-30
initial-000025,BR_00000001,16,0030124826-000040,0030124826-000040,0030124826-000040,BR_00000006,normal_real,50.0,1055.0,0.6,730.0,750.0,DX51D+Z,,,,,,,264,09,2026-06-30
initial-000025,BR_00000001,17,0030124824-000040,0030124824-000040,0030124824-000040,BR_00000006,normal_real,92.95,1055.0,0.6,730.0,750.0,DX51D+Z,,,,,,,265,09,2026-06-30
initial-000025,BR_00000001,18,0030120951-000010,0030120951-000010,0030120951-000010,BR_00000002,normal_real,32.24,1050.0,0.7,700.0,840.0,DX51D+Z,,,,,,,266,09,2026-06-10
initial-000025,BR_00000001,19,0002002180-000350,0002002180-000350,0002002180-000350,BR_00000006,normal_real,20.0,1025.0,0.6,810.0,830.0,180YD+Z,,,,,,,267,09,2026-06-30
initial-000025,BR_00000001,20,0002002006-000230,0002002006-000230,0002002006-000230,BR_00000001,normal_real,21.76,1020.0,0.6,810.0,830.0,180YD+Z,,,,,,,268,09,2026-05-31
initial-000025,BR_00000001,21,0030124457-000010,0030124457-000010,0030124457-000010,BR_00000006,normal_real,44.0,1001.0,0.6,820.0,840.0,DX53D+Z,,,,,,,269,09,2026-06-30
initial-000025,BR_00000001,22,0002002180-000010,0002002180-000010,0002002180-000010,BR_00000006,normal_real,39.0,985.0,0.6,810.0,830.0,180YD+Z,,,,,,,270,09,2026-06-30
initial-000025,BR_00000001,23,0002002176-000120,0002002176-000120,0002002176-000120,BR_00000006,normal_real,25.0,913.0,0.6,810.0,830.0,180YD+Z,,,,,,,271,09,2026-06-30
initial-000025,BR_00000001,24,0030124437-000010,0030124437-000010,0030124437-000010,BR_00000006,actual_transition,18.0,910.0,0.8,700.0,840.0,DC51D+Z,,,,,,,272,09,2026-06-30
initial-000025,BR_00000001,25,virtual-000023,,,,virtual_sphc,20.0,1000.0,1.0,700.0,840.0,SPHC,,,virtual_sphc:1000x1,edge_bridge,23,,273,09,不适用
initial-000025,BR_00000001,26,0005000563-000220,0005000563-000220,0005000563-000220,BR_00000006,normal_real,18.22,928.0,1.2,820.0,840.0,CR210BH,,,,,,,274,09,2026-06-30
